Datum,Jahr,Monat,Monatsnummer,Branchencode,Branche,Eroeffnet,Mangels_Masse_Abgewiesen,Gesamt
2023-08,2023,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,66.0,18.0,84.0
2023-09,2023,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,2.0,12.0
2023-09,2023,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,2.0,,
2023-09,2023,September,9,WZ08-C,Verarbeitendes Gewerbe,122.0,10.0,132.0
2023-09,2023,September,9,WZ08-D,Energieversorgung,6.0,,
2023-09,2023,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0
2023-09,2023,September,9,WZ08-F,Baugewerbe,187.0,70.0,257.0
2023-09,2023,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",190.0,62.0,252.0
2023-09,2023,September,9,WZ08-H,Verkehr und Lagerei,62.0,17.0,79.0
2023-09,2023,September,9,WZ08-I,Gastgewerbe,112.0,32.0,144.0
2023-09,2023,September,9,WZ08-J,Information und Kommunikation,63.0,16.0,79.0
2023-09,2023,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,19.0,15.0,34.0
2023-09,2023,September,9,WZ08-L,Grundstücks- und Wohnungswesen,38.0,20.0,58.0
2023-09,2023,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",109.0,58.0,167.0
2023-09,2023,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,115.0,34.0,149.0
2023-09,2023,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2023-09,2023,September,9,WZ08-P,Erziehung und Unterricht,11.0,5.0,16.0
2023-09,2023,September,9,WZ08-Q,Gesundheits- und Sozialwesen,50.0,8.0,58.0
2023-09,2023,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",25.0,9.0,34.0
2023-09,2023,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,58.0,16.0,74.0
2023-10,2023,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0
2023-10,2023,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2023-10,2023,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,101.0,17.0,118.0
2023-10,2023,Oktober,10,WZ08-D,Energieversorgung,2.0,,
2023-10,2023,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0
2023-10,2023,Oktober,10,WZ08-F,Baugewerbe,172.0,64.0,236.0
2023-10,2023,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",181.0,78.0,259.0
2023-10,2023,Oktober,10,WZ08-H,Verkehr und Lagerei,62.0,24.0,86.0
2023-10,2023,Oktober,10,WZ08-I,Gastgewerbe,99.0,34.0,133.0
2023-10,2023,Oktober,10,WZ08-J,Information und Kommunikation,42.0,15.0,57.0
2023-10,2023,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,12.0,34.0
2023-10,2023,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,32.0,21.0,53.0
2023-10,2023,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",94.0,62.0,156.0
2023-10,2023,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,109.0,41.0,150.0
2023-10,2023,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2023-10,2023,Oktober,10,WZ08-P,Erziehung und Unterricht,13.0,5.0,18.0
2023-10,2023,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,72.0,5.0,77.0
2023-10,2023,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",21.0,7.0,28.0
2023-10,2023,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,43.0,19.0,62.0
2023-11,2023,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",9.0,3.0,12.0
2023-11,2023,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2023-11,2023,November,11,WZ08-C,Verarbeitendes Gewerbe,83.0,16.0,99.0
2023-11,2023,November,11,WZ08-D,Energieversorgung,2.0,4.0,6.0
2023-11,2023,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0
2023-11,2023,November,11,WZ08-F,Baugewerbe,185.0,79.0,264.0
2023-11,2023,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",151.0,73.0,224.0
2023-11,2023,November,11,WZ08-H,Verkehr und Lagerei,68.0,34.0,102.0
2023-11,2023,November,11,WZ08-I,Gastgewerbe,105.0,41.0,146.0
2023-11,2023,November,11,WZ08-J,Information und Kommunikation,41.0,16.0,57.0
2023-11,2023,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,17.0,14.0,31.0
2023-11,2023,November,11,WZ08-L,Grundstücks- und Wohnungswesen,48.0,27.0,75.0
2023-11,2023,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",107.0,56.0,163.0
2023-11,2023,November,11,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,113.0,54.0,167.0
2023-11,2023,November,11,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2023-11,2023,November,11,WZ08-P,Erziehung und Unterricht,15.0,4.0,19.0
2023-11,2023,November,11,WZ08-Q,Gesundheits- und Sozialwesen,48.0,7.0,55.0
2023-11,2023,November,11,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,5.0,25.0
2023-11,2023,November,11,WZ08-S,Erbringung von sonstigen Dienstleistungen,51.0,13.0,64.0
2023-12,2023,Dezember,12,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,2.0,7.0
2023-12,2023,Dezember,12,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2023-12,2023,Dezember,12,WZ08-C,Verarbeitendes Gewerbe,93.0,12.0,105.0
2023-12,2023,Dezember,12,WZ08-D,Energieversorgung,6.0,,
2023-12,2023,Dezember,12,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",,1.0,
2023-12,2023,Dezember,12,WZ08-F,Baugewerbe,190.0,68.0,258.0
2023-12,2023,Dezember,12,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",180.0,59.0,239.0
2023-12,2023,Dezember,12,WZ08-H,Verkehr und Lagerei,73.0,25.0,98.0
2023-12,2023,Dezember,12,WZ08-I,Gastgewerbe,114.0,26.0,140.0
2023-12,2023,Dezember,12,WZ08-J,Information und Kommunikation,45.0,21.0,66.0
2023-12,2023,Dezember,12,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,13.0,35.0
2023-12,2023,Dezember,12,WZ08-L,Grundstücks- und Wohnungswesen,57.0,21.0,78.0
2023-12,2023,Dezember,12,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",119.0,53.0,172.0
2023-12,2023,Dezember,12,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,120.0,35.0,155.0
2023-12,2023,Dezember,12,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2023-12,2023,Dezember,12,WZ08-P,Erziehung und Unterricht,21.0,4.0,25.0
2023-12,2023,Dezember,12,WZ08-Q,Gesundheits- und Sozialwesen,46.0,7.0,53.0
2023-12,2023,Dezember,12,WZ08-R,"Kunst, Unterhaltung und Erholung",27.0,13.0,40.0
2023-12,2023,Dezember,12,WZ08-S,Erbringung von sonstigen Dienstleistungen,53.0,19.0,72.0
2024-01,2024,Januar,1,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,2.0,7.0
2024-01,2024,Januar,1,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,
2024-01,2024,Januar,1,WZ08-C,Verarbeitendes Gewerbe,109.0,20.0,129.0
2024-01,2024,Januar,1,WZ08-D,Energieversorgung,2.0,,
2024-01,2024,Januar,1,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,,
2024-01,2024,Januar,1,WZ08-F,Baugewerbe,197.0,79.0,276.0
2024-01,2024,Januar,1,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",184.0,75.0,259.0
2024-01,2024,Januar,1,WZ08-H,Verkehr und Lagerei,69.0,28.0,97.0
2024-01,2024,Januar,1,WZ08-I,Gastgewerbe,103.0,34.0,137.0
2024-01,2024,Januar,1,WZ08-J,Information und Kommunikation,47.0,24.0,71.0
2024-01,2024,Januar,1,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,22.0,11.0,33.0
2024-01,2024,Januar,1,WZ08-L,Grundstücks- und Wohnungswesen,42.0,28.0,70.0
2024-01,2024,Januar,1,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",126.0,82.0,208.0
2024-01,2024,Januar,1,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,133.0,49.0,182.0
2024-01,2024,Januar,1,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-01,2024,Januar,1,WZ08-P,Erziehung und Unterricht,16.0,2.0,18.0
2024-01,2024,Januar,1,WZ08-Q,Gesundheits- und Sozialwesen,29.0,3.0,32.0
2024-01,2024,Januar,1,WZ08-R,"Kunst, Unterhaltung und Erholung",17.0,8.0,25.0
2024-01,2024,Januar,1,WZ08-S,Erbringung von sonstigen Dienstleistungen,52.0,20.0,72.0
2024-02,2024,Februar,2,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0
2024-02,2024,Februar,2,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2024-02,2024,Februar,2,WZ08-C,Verarbeitendes Gewerbe,157.0,16.0,173.0
2024-02,2024,Februar,2,WZ08-D,Energieversorgung,6.0,2.0,8.0
2024-02,2024,Februar,2,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,1.0,5.0
2024-02,2024,Februar,2,WZ08-F,Baugewerbe,232.0,78.0,310.0
2024-02,2024,Februar,2,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",178.0,89.0,267.0
2024-02,2024,Februar,2,WZ08-H,Verkehr und Lagerei,69.0,27.0,96.0
2024-02,2024,Februar,2,WZ08-I,Gastgewerbe,128.0,39.0,167.0
2024-02,2024,Februar,2,WZ08-J,Information und Kommunikation,45.0,16.0,61.0
2024-02,2024,Februar,2,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,27.0,14.0,41.0
2024-02,2024,Februar,2,WZ08-L,Grundstücks- und Wohnungswesen,76.0,31.0,107.0
2024-02,2024,Februar,2,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",115.0,71.0,186.0
2024-02,2024,Februar,2,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,127.0,45.0,172.0
2024-02,2024,Februar,2,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-02,2024,Februar,2,WZ08-P,Erziehung und Unterricht,14.0,4.0,18.0
2024-02,2024,Februar,2,WZ08-Q,Gesundheits- und Sozialwesen,42.0,7.0,49.0
2024-02,2024,Februar,2,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,10.0,36.0
2024-02,2024,Februar,2,WZ08-S,Erbringung von sonstigen Dienstleistungen,64.0,17.0,81.0
2024-03,2024,März,3,WZ08-A,"Land- und Forstwirtschaft, Fischerei",7.0,1.0,8.0
2024-03,2024,März,3,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2024-03,2024,März,3,WZ08-C,Verarbeitendes Gewerbe,112.0,24.0,136.0
2024-03,2024,März,3,WZ08-D,Energieversorgung,1.0,1.0,2.0
2024-03,2024,März,3,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",5.0,1.0,6.0
2024-03,2024,März,3,WZ08-F,Baugewerbe,246.0,79.0,325.0
2024-03,2024,März,3,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",214.0,80.0,294.0
2024-03,2024,März,3,WZ08-H,Verkehr und Lagerei,85.0,37.0,122.0
2024-03,2024,März,3,WZ08-I,Gastgewerbe,122.0,36.0,158.0
2024-03,2024,März,3,WZ08-J,Information und Kommunikation,42.0,27.0,69.0
2024-03,2024,März,3,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,42.0,22.0,64.0
2024-03,2024,März,3,WZ08-L,Grundstücks- und Wohnungswesen,79.0,35.0,114.0
2024-03,2024,März,3,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",103.0,54.0,157.0
2024-03,2024,März,3,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,127.0,51.0,178.0
2024-03,2024,März,3,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-03,2024,März,3,WZ08-P,Erziehung und Unterricht,13.0,4.0,17.0
2024-03,2024,März,3,WZ08-Q,Gesundheits- und Sozialwesen,56.0,3.0,59.0
2024-03,2024,März,3,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,7.0,27.0
2024-03,2024,März,3,WZ08-S,Erbringung von sonstigen Dienstleistungen,48.0,18.0,66.0
2024-04,2024,April,4,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,,
2024-04,2024,April,4,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2024-04,2024,April,4,WZ08-C,Verarbeitendes Gewerbe,123.0,19.0,142.0
2024-04,2024,April,4,WZ08-D,Energieversorgung,3.0,,
2024-04,2024,April,4,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,,
2024-04,2024,April,4,WZ08-F,Baugewerbe,237.0,93.0,330.0
2024-04,2024,April,4,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",207.0,97.0,304.0
2024-04,2024,April,4,WZ08-H,Verkehr und Lagerei,78.0,30.0,108.0
2024-04,2024,April,4,WZ08-I,Gastgewerbe,136.0,37.0,173.0
2024-04,2024,April,4,WZ08-J,Information und Kommunikation,52.0,21.0,73.0
2024-04,2024,April,4,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,31.0,17.0,48.0
2024-04,2024,April,4,WZ08-L,Grundstücks- und Wohnungswesen,68.0,32.0,100.0
2024-04,2024,April,4,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",148.0,81.0,229.0
2024-04,2024,April,4,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,140.0,58.0,198.0
2024-04,2024,April,4,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-04,2024,April,4,WZ08-P,Erziehung und Unterricht,16.0,1.0,17.0
2024-04,2024,April,4,WZ08-Q,Gesundheits- und Sozialwesen,64.0,5.0,69.0
2024-04,2024,April,4,WZ08-R,"Kunst, Unterhaltung und Erholung",14.0,10.0,24.0
2024-04,2024,April,4,WZ08-S,Erbringung von sonstigen Dienstleistungen,58.0,20.0,78.0
2024-05,2024,Mai,5,WZ08-A,"Land- und Forstwirtschaft, Fischerei",6.0,1.0,7.0
2024-05,2024,Mai,5,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,1.0,
2024-05,2024,Mai,5,WZ08-C,Verarbeitendes Gewerbe,129.0,18.0,147.0
2024-05,2024,Mai,5,WZ08-D,Energieversorgung,1.0,,
2024-05,2024,Mai,5,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,,
2024-05,2024,Mai,5,WZ08-F,Baugewerbe,245.0,85.0,330.0
2024-05,2024,Mai,5,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",220.0,74.0,294.0
2024-05,2024,Mai,5,WZ08-H,Verkehr und Lagerei,99.0,31.0,130.0
2024-05,2024,Mai,5,WZ08-I,Gastgewerbe,128.0,45.0,173.0
2024-05,2024,Mai,5,WZ08-J,Information und Kommunikation,41.0,22.0,63.0
2024-05,2024,Mai,5,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,32.0,13.0,45.0
2024-05,2024,Mai,5,WZ08-L,Grundstücks- und Wohnungswesen,94.0,25.0,119.0
2024-05,2024,Mai,5,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",121.0,66.0,187.0
2024-05,2024,Mai,5,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,148.0,61.0,209.0
2024-05,2024,Mai,5,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-05,2024,Mai,5,WZ08-P,Erziehung und Unterricht,22.0,3.0,25.0
2024-05,2024,Mai,5,WZ08-Q,Gesundheits- und Sozialwesen,61.0,7.0,68.0
2024-05,2024,Mai,5,WZ08-R,"Kunst, Unterhaltung und Erholung",42.0,11.0,53.0
2024-05,2024,Mai,5,WZ08-S,Erbringung von sonstigen Dienstleistungen,56.0,23.0,79.0
2024-06,2024,Juni,6,WZ08-A,"Land- und Forstwirtschaft, Fischerei",2.0,1.0,3.0
2024-06,2024,Juni,6,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2024-06,2024,Juni,6,WZ08-C,Verarbeitendes Gewerbe,111.0,32.0,143.0
2024-06,2024,Juni,6,WZ08-D,Energieversorgung,,7.0,
2024-06,2024,Juni,6,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,2.0,3.0
2024-06,2024,Juni,6,WZ08-F,Baugewerbe,201.0,65.0,266.0
2024-06,2024,Juni,6,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",185.0,84.0,269.0
2024-06,2024,Juni,6,WZ08-H,Verkehr und Lagerei,72.0,24.0,96.0
2024-06,2024,Juni,6,WZ08-I,Gastgewerbe,109.0,42.0,151.0
2024-06,2024,Juni,6,WZ08-J,Information und Kommunikation,45.0,17.0,62.0
2024-06,2024,Juni,6,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,19.0,44.0
2024-06,2024,Juni,6,WZ08-L,Grundstücks- und Wohnungswesen,65.0,28.0,93.0
2024-06,2024,Juni,6,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",109.0,73.0,182.0
2024-06,2024,Juni,6,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,106.0,39.0,145.0
2024-06,2024,Juni,6,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-06,2024,Juni,6,WZ08-P,Erziehung und Unterricht,13.0,5.0,18.0
2024-06,2024,Juni,6,WZ08-Q,Gesundheits- und Sozialwesen,45.0,5.0,50.0
2024-06,2024,Juni,6,WZ08-R,"Kunst, Unterhaltung und Erholung",34.0,11.0,45.0
2024-06,2024,Juni,6,WZ08-S,Erbringung von sonstigen Dienstleistungen,56.0,20.0,76.0
2024-07,2024,Juli,7,WZ08-A,"Land- und Forstwirtschaft, Fischerei",8.0,1.0,9.0
2024-07,2024,Juli,7,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,
2024-07,2024,Juli,7,WZ08-C,Verarbeitendes Gewerbe,126.0,23.0,149.0
2024-07,2024,Juli,7,WZ08-D,Energieversorgung,4.0,8.0,12.0
2024-07,2024,Juli,7,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",1.0,4.0,5.0
2024-07,2024,Juli,7,WZ08-F,Baugewerbe,243.0,88.0,331.0
2024-07,2024,Juli,7,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",199.0,94.0,293.0
2024-07,2024,Juli,7,WZ08-H,Verkehr und Lagerei,89.0,26.0,115.0
2024-07,2024,Juli,7,WZ08-I,Gastgewerbe,125.0,45.0,170.0
2024-07,2024,Juli,7,WZ08-J,Information und Kommunikation,68.0,24.0,92.0
2024-07,2024,Juli,7,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,33.0,22.0,55.0
2024-07,2024,Juli,7,WZ08-L,Grundstücks- und Wohnungswesen,73.0,34.0,107.0
2024-07,2024,Juli,7,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",135.0,78.0,213.0
2024-07,2024,Juli,7,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,121.0,61.0,182.0
2024-07,2024,Juli,7,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-07,2024,Juli,7,WZ08-P,Erziehung und Unterricht,25.0,11.0,36.0
2024-07,2024,Juli,7,WZ08-Q,Gesundheits- und Sozialwesen,46.0,11.0,57.0
2024-07,2024,Juli,7,WZ08-R,"Kunst, Unterhaltung und Erholung",30.0,8.0,38.0
2024-07,2024,Juli,7,WZ08-S,Erbringung von sonstigen Dienstleistungen,52.0,20.0,72.0
2024-08,2024,August,8,WZ08-A,"Land- und Forstwirtschaft, Fischerei",2.0,1.0,3.0
2024-08,2024,August,8,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2024-08,2024,August,8,WZ08-C,Verarbeitendes Gewerbe,115.0,14.0,129.0
2024-08,2024,August,8,WZ08-D,Energieversorgung,5.0,14.0,19.0
2024-08,2024,August,8,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",2.0,1.0,3.0
2024-08,2024,August,8,WZ08-F,Baugewerbe,202.0,79.0,281.0
2024-08,2024,August,8,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",205.0,95.0,300.0
2024-08,2024,August,8,WZ08-H,Verkehr und Lagerei,65.0,33.0,98.0
2024-08,2024,August,8,WZ08-I,Gastgewerbe,130.0,54.0,184.0
2024-08,2024,August,8,WZ08-J,Information und Kommunikation,40.0,20.0,60.0
2024-08,2024,August,8,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,15.0,40.0
2024-08,2024,August,8,WZ08-L,Grundstücks- und Wohnungswesen,66.0,23.0,89.0
2024-08,2024,August,8,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",126.0,84.0,210.0
2024-08,2024,August,8,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,114.0,55.0,169.0
2024-08,2024,August,8,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-08,2024,August,8,WZ08-P,Erziehung und Unterricht,16.0,7.0,23.0
2024-08,2024,August,8,WZ08-Q,Gesundheits- und Sozialwesen,51.0,6.0,57.0
2024-08,2024,August,8,WZ08-R,"Kunst, Unterhaltung und Erholung",26.0,12.0,38.0
2024-08,2024,August,8,WZ08-S,Erbringung von sonstigen Dienstleistungen,47.0,14.0,61.0
2024-09,2024,September,9,WZ08-A,"Land- und Forstwirtschaft, Fischerei",10.0,2.0,12.0
2024-09,2024,September,9,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2024-09,2024,September,9,WZ08-C,Verarbeitendes Gewerbe,111.0,19.0,130.0
2024-09,2024,September,9,WZ08-D,Energieversorgung,6.0,,
2024-09,2024,September,9,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",4.0,,
2024-09,2024,September,9,WZ08-F,Baugewerbe,227.0,96.0,323.0
2024-09,2024,September,9,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",203.0,73.0,276.0
2024-09,2024,September,9,WZ08-H,Verkehr und Lagerei,69.0,42.0,111.0
2024-09,2024,September,9,WZ08-I,Gastgewerbe,125.0,54.0,179.0
2024-09,2024,September,9,WZ08-J,Information und Kommunikation,55.0,26.0,81.0
2024-09,2024,September,9,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,31.0,23.0,54.0
2024-09,2024,September,9,WZ08-L,Grundstücks- und Wohnungswesen,63.0,30.0,93.0
2024-09,2024,September,9,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",108.0,80.0,188.0
2024-09,2024,September,9,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,114.0,64.0,178.0
2024-09,2024,September,9,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-09,2024,September,9,WZ08-P,Erziehung und Unterricht,14.0,6.0,20.0
2024-09,2024,September,9,WZ08-Q,Gesundheits- und Sozialwesen,50.0,5.0,55.0
2024-09,2024,September,9,WZ08-R,"Kunst, Unterhaltung und Erholung",20.0,9.0,29.0
2024-09,2024,September,9,WZ08-S,Erbringung von sonstigen Dienstleistungen,63.0,17.0,80.0
2024-10,2024,Oktober,10,WZ08-A,"Land- und Forstwirtschaft, Fischerei",5.0,,
2024-10,2024,Oktober,10,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,,,
2024-10,2024,Oktober,10,WZ08-C,Verarbeitendes Gewerbe,119.0,16.0,135.0
2024-10,2024,Oktober,10,WZ08-D,Energieversorgung,4.0,4.0,8.0
2024-10,2024,Oktober,10,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",6.0,2.0,8.0
2024-10,2024,Oktober,10,WZ08-F,Baugewerbe,230.0,115.0,345.0
2024-10,2024,Oktober,10,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",239.0,85.0,324.0
2024-10,2024,Oktober,10,WZ08-H,Verkehr und Lagerei,89.0,34.0,123.0
2024-10,2024,Oktober,10,WZ08-I,Gastgewerbe,130.0,55.0,185.0
2024-10,2024,Oktober,10,WZ08-J,Information und Kommunikation,61.0,17.0,78.0
2024-10,2024,Oktober,10,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,25.0,28.0,53.0
2024-10,2024,Oktober,10,WZ08-L,Grundstücks- und Wohnungswesen,59.0,31.0,90.0
2024-10,2024,Oktober,10,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",198.0,83.0,281.0
2024-10,2024,Oktober,10,WZ08-N,Sonstige wirtschaftliche Dienstleistungen,122.0,63.0,185.0
2024-10,2024,Oktober,10,WZ08-O,"Öff. Verwaltung, Verteidigung, Sozialversicherung",,,
2024-10,2024,Oktober,10,WZ08-P,Erziehung und Unterricht,24.0,6.0,30.0
2024-10,2024,Oktober,10,WZ08-Q,Gesundheits- und Sozialwesen,56.0,8.0,64.0
2024-10,2024,Oktober,10,WZ08-R,"Kunst, Unterhaltung und Erholung",31.0,14.0,45.0
2024-10,2024,Oktober,10,WZ08-S,Erbringung von sonstigen Dienstleistungen,33.0,20.0,53.0
2024-11,2024,November,11,WZ08-A,"Land- und Forstwirtschaft, Fischerei",3.0,2.0,5.0
2024-11,2024,November,11,WZ08-B,Bergbau und Gewinnung von Steinen und Erden,1.0,,
2024-11,2024,November,11,WZ08-C,Verarbeitendes Gewerbe,126.0,17.0,143.0
2024-11,2024,November,11,WZ08-D,Energieversorgung,4.0,1.0,5.0
2024-11,2024,November,11,WZ08-E,"Wasserversorg.,Entsorg.,Beseitig.v.Umweltverschm.",3.0,1.0,4.0
2024-11,2024,November,11,WZ08-F,Baugewerbe,201.0,88.0,289.0
2024-11,2024,November,11,WZ08-G,"Handel, Instandhaltung und Reparatur von Kfz",188.0,76.0,264.0
2024-11,2024,November,11,WZ08-H,Verkehr und Lagerei,71.0,25.0,96.0
2024-11,2024,November,11,WZ08-I,Gastgewerbe,121.0,42.0,163.0
2024-11,2024,November,11,WZ08-J,Information und Kommunikation,50.0,26.0,76.0
2024-11,2024,November,11,WZ08-K,Erbringung v. Finanz- u. Versicherungsdienstleist.,32.0,11.0,43.0
2024-11,2024,November,11,WZ08-L,Grundstücks- und Wohnungswesen,66.0,45.0,111.0
2024-11,2024,November,11,WZ08-M,"Freiberufliche, wiss. u. techn. Dienstleistungen",131.0,108.0,239.0
